id,kindred_id,bet_offer_name,has_started,home_odd,away_odd,etl_time
71,1008025469,Match Odds,false,2.4,1.57,2021-09-04 19:01:00 UTC
335,1008118234,Match Odds,false,2.4,1.57,2021-09-30 13:01:00 UTC
345,1008118234,Match Odds,false,2.4,1.57,2021-09-30 16:01:00 UTC
82,1008083466,Match Odds,false,2.33,1.57,2021-09-20 13:01:00 UTC
102,1008075185,Match Odds,false,2.35,1.57,2021-09-17 13:01:00 UTC
532,1008126659,Match Odds,false,2,1.82,2021-10-03 13:01:00 UTC
1111,1008136181,Match Odds,false,1.94,1.82,2021-10-07 19:01:00 UTC
9,1008097873,Match Odds,false,1.95,1.82,2021-09-24 10:01:00 UTC
142,1008097872,Match Odds,false,1.98,1.82,2021-09-24 10:01:00 UTC
688,1008136321,Match Odds,false,1.75,2.02,2021-10-06 13:01:00 UTC
627,1008136321,Match Odds,false,1.75,2.02,2021-10-06 07:01:00 UTC
729,1008136321,Match Odds,false,1.75,2.02,2021-10-06 16:01:00 UTC
648,1008136321,Match Odds,false,1.75,2.02,2021-10-06 10:01:00 UTC
637,1008135484,Match Odds,false,1.76,2.02,2021-10-06 10:01:00 UTC
655,1008135481,Match Odds,false,1.77,2.02,2021-10-06 10:01:00 UTC
567,1008135481,Match Odds,false,1.77,2.02,2021-10-06 07:01:00 UTC
861,1008136175,Match Odds,false,1.79,2.02,2021-10-07 04:01:00 UTC
1038,1008136175,Match Odds,false,1.79,2.02,2021-10-07 16:01:00 UTC
906,1008136175,Match Odds,false,1.79,2.02,2021-10-07 07:01:00 UTC
815,1008136175,Match Odds,false,1.79,2.02,2021-10-06 19:01:00 UTC
937,1008136175,Match Odds,false,1.79,2.02,2021-10-07 10:01:00 UTC
846,1008136175,Match Odds,false,1.79,2.02,2021-10-06 22:01:00 UTC
740,1008136175,Match Odds,false,1.79,2.02,2021-10-06 16:01:00 UTC
1133,1008136175,Match Odds,false,1.79,2.02,2021-10-07 19:01:00 UTC
988,1008136175,Match Odds,false,1.79,2.02,2021-10-07 13:01:00 UTC
801,1008136177,Match Odds,false,1.8,2.02,2021-10-06 19:01:00 UTC
81,1008031700,Match Odds,false,1.8,2.02,2021-09-06 07:01:00 UTC
913,1008136177,Match Odds,false,1.8,2.02,2021-10-07 07:01:00 UTC
951,1008136177,Match Odds,false,1.8,2.02,2021-10-07 10:01:00 UTC
842,1008136177,Match Odds,false,1.8,2.02,2021-10-06 22:01:00 UTC
737,1008136177,Match Odds,false,1.8,2.02,2021-10-06 16:01:00 UTC
874,1008136177,Match Odds,false,1.8,2.02,2021-10-07 04:01:00 UTC
1163,1008136255,Match Odds,false,1.5,2.52,2021-10-07 19:01:00 UTC
1232,1008136255,Match Odds,false,1.5,2.52,2021-10-07 22:01:00 UTC
1076,1008136583,Match Odds,false,1.5,2.52,2021-10-07 16:01:00 UTC
1006,1008136255,Match Odds,false,1.5,2.52,2021-10-07 13:01:00 UTC
1022,1008136255,Match Odds,false,1.5,2.52,2021-10-07 16:01:00 UTC
950,1008136255,Match Odds,false,1.5,2.52,2021-10-07 10:01:00 UTC
1122,1008136583,Match Odds,false,1.5,2.52,2021-10-07 19:01:00 UTC
1249,1008136255,Match Odds,false,1.5,2.52,2021-10-08 04:01:00 UTC
304,1008077149,Match Odds,false,16,1.01,2021-09-18 07:01:00 UTC
623,1008128842,Match Odds,false,17,1.01,2021-10-04 16:01:00 UTC
44,1008075186,Match Odds,false,20,1.01,2021-09-17 13:01:00 UTC
101,1008016215,Match Odds,false,20,1.01,2021-09-01 13:01:00 UTC
287,1008021976,Match Odds,false,21,1.01,2021-09-03 13:01:00 UTC
8,1008015201,Match Odds,false,3.75,1.26,2021-09-01 16:01:00 UTC
987,1008136254,Match Odds,false,3.7,1.26,2021-10-07 13:01:00 UTC
1055,1008136254,Match Odds,false,3.7,1.26,2021-10-07 16:01:00 UTC
926,1008136254,Match Odds,false,3.7,1.26,2021-10-07 10:01:00 UTC
560,1008132614,Match Odds,false,2.02,1.76,2021-10-05 19:01:00 UTC
904,1008136401,Match Odds,false,2.06,1.76,2021-10-07 07:01:00 UTC
945,1008136401,Match Odds,false,2.06,1.76,2021-10-07 10:01:00 UTC
1100,1008136404,Match Odds,false,2.06,1.76,2021-10-07 16:01:00 UTC
799,1008136401,Match Odds,false,2.06,1.76,2021-10-06 19:01:00 UTC
1109,1008136401,Match Odds,false,2.06,1.76,2021-10-07 19:01:00 UTC
867,1008136180,Match Odds,false,2.06,1.76,2021-10-07 04:01:00 UTC
717,1008136401,Match Odds,false,2.06,1.76,2021-10-06 16:01:00 UTC
